id,verb,object,detail
419,rootkit,exploit,NA
420,scan,attachment,NA
421,check,the overall condition,your computer health
421,check,safety,NA
422,integrate,award,antivirus engine
422,win,cloud scan engine qvmii ai engine avira,virus detection
422,provide,protection capability,NA
423,optimize,your system service boot,item
423,optimize,plugins,your boot time
424,cleanup,your disk space,junk file
424,improve,system performance,cleanup
426,protect,all communication channel,e mail
427,imap,instant messaging msn yahoo,NA
428,improved,protection,virus worm
428,improve,rootkits,NA
430,search,all compressed file,NA
431,doublescan,best award,virus detection
432,outbreakshield,immediate protection,NA
435,find,loaded rootkits,NA
438,system,protection monitor registry,host file
443,scan,virus trojan,spyware adware
444,detect,malware presence,NA
445,malware,signature database,over ten thousand entry
445,contain,real world threat,NA
446,malware,signature database,information
446,include,latest threat,NA
447,scan,your computer,report
447,provide,any virus,NA
448,check,all illegal dialers,your computer
449,clear,any background illegal sniffer,tool
449,run,the memory,your computer
450,add,this utility,the startup list
450,add,program,your computer
451,download,this utility,the latest updated list
451,get,virus,your computer
451,clean,all known virus,NA
452,provide,complete protection,spyware adware keyloggers
453,protect,your pc,new spyware threat
454,kill,active pest,memory
454,kill,spyware cooky,NA
455,cover,the latest spyware threat,NA
456,detail,scan result,the specific threat level
456,deliver,any pest,our pest database
456,link,more information,NA
457,trust,your security,the industry s largest research team
457,back,the ca security advisory team,NA
458,provide,a user friendly graphical user interface,the need
458,suit,both the novice and expert user,this gui
459,provide,the proactive scan feature,any change
459,take,place,the registry
459,notify,any application,nature
460,provide,a two way,both the incoming outgoing network activity
460,monitor,the system,the computer
460,safeguard,network based attack,NA
461,escan,demand,the cache technology
461,be,system resource,usb
461,scan,drive,adware
462,escan,doe real time virus,file application email email attachment
462,escan,website,the microworld winsock layer mwl technology
463,provide,multi level protection,virus trojan
463,use,various technology,such a application control mwl technology
463,use,nilp technology endpoint security domain,NA
464,protect,zero day threat,NA
465,provide,round the clock free telephonic,online technical support
466,usbshield,monitor,real time
466,usbshield,your computer,all threat
466,base,innovative proactive technology,no signature update
467,suspect,your computer,NA
468,process,manager,information
468,provide,program,process
468,run,your computer,NA
469,find,the suspicious process,information
469,inquire,the process,NA
470,remove,usb disk,unlock button
471,setup,the usb device security,theft
471,prevent,information,NA
472,stay,the temporary internet directory repairsystem,malicious change
472,restore,your computer,delete unnecessary file
473,disable,the autorun facility,window
473,block,the malicious program,usb drive acquire
474,disable,usb drive,directory
474,name,inf,your drive
475,clean,infection,anti malware anti virus
476,malware,the ikarus anti virus engine,latest test
476,cut,edge,malware detection
477,be,the case,two separate scanning program considerable performance improvement
477,be,the integration,the two engine
479,guard,file  behavior blocker,surf protection
480,compare,all file,about million pattern
480,start,known malicious software,NA
481,check,file,the behavior
481,monitor,all active program,an alarm
481,raise,a something,NA
482,disable,advance website,trojan
482,plant,spyware,deceptive content
482,block,the surf protection,NA
483,signature,update,day
483,signature,combination,the zero day protection
484,clean,every infection,NA
485,detect,the scanner,the found object
485,find,quarantine,NA
486,malware,plenty,advanced option
486,delete,this purpose,the integrated system analysis tool hijackfree
486,have,all process service auto run open port browser plug,lsps and host entry
486,have,your control,NA
487,be,your disposal,their step
488,base,malware detection,NA
489,include,a guard,all dangerous program
489,have,a chance,any damage
489,because,the unique new emsisoft anti malware behavior blocker module,a potentially dangerous operation
489,doe,every program,first sight
491,select,this option,particular specific behavior
491,allow,a program,certain situation
491,contain,a function,a damaging function
491,be,this action,all other type
491,allow,dangerous behavior,NA
492,select,this option,a particular program
492,use,this feature,child protection
492,prevent,other pc user,a particular application
493,select,this option,an application
493,exclude,the monitoring process,any damaging action
494,use,the application rule,specific program
494,protect,third party manipulation,example
494,prevent,mamutu,malware
494,terminate,order,the protection
494,protect,your browser,other important program
495,instal,great default setting,the majority
495,allow,expert,the software
495,configure,their personal need,the program help
495,contain,extended information,NA
496,base,help,decision
497,make,use,the intelligence
497,make,the mass,a recommendation
497,base,the decision,other user
497,raise,a clearly understandable graphic,the percentage
497,perform,each possible action,the behavior
497,allow,the alerted program,other behavior type
497,monitor,completely trusted block,process
497,place,quarantine,exe file
498,define,a particular percentage value,the application
498,permit,example,the user
498,classify,a background updater,annoying popups
498,make,sometimes difficult decision,unknown process
498,make,the transfer,your own decision
498,deactivate,any time,NA
499,free,personalized update,the meaning
499,feel,real personal protection,submit
499,submit,your information,u
499,submit,click,your trouble
499,exterminate,next day database update,NA
500,need,don t,your system resource
500,run,application,NA
501,s,modern world,online commerce
503,free,everyday database update,your protection
505,hour,customer support service,NA
507,open,email attachment,your computer
507,use,any fear,virus infection
508,spyware,your privacy,spyware
508,prevent,hacker,your computer
509,deepguard,new proactive  technology,any unknown threat
510,work,the scene,NA
511,enhanced,detection performance,reduced system
512,keep,your computer,data
512,keep,virus,NA
513,keep,the unknown targeted attack,so called zero day attack
514,web,traffic,scanning guard
514,web,site,your computer
514,download,the website,NA
515,identify,different type,malware
515,bring,malware detection,disinfection
516,improve,the accuracy,speed
516,improve,response,new outbreak
517,deliver,your computer,NA
518,immediate,reaction time,fast cure
518,ensure,f secure research team,NA
521,secure,internet surfing,protection
523,secure,online banking,banking protection
524,protect,child,NA
525,doesn,your computer,NA
526,instant,recognition,online threat
527,protect,your online surfing,a powerful way
527,protect,malware fighter,the world s leading bitdefender anti virus engine enhanced iobit anti malware engine
527,expand,the database,time
528,change,your web browser s homepage and default search provider,a different one
528,change,your permission,browser protection
528,track,iobit malware fighter,homepage hijacking
528,prevent,default search engine modification,major browser
528,include,ie firefox,edge
528,ensure,a better and safer online experience,NA
529,be,a security minefield,trouble
529,get,malware fighter,the security guard function
529,improve,better real time privacy protection,more malware
529,block,virus,the enhanced protection
529,will,the malicious tracking data,your privacy
529,protect,password,all kind
529,leave,no room,all threat
530,iobit,malware fighter,all mainstream antivirus product
530,assist,your antivirus product,your pc
530,ensure,top security,the brand
530,read,design,addition
530,minimize,the resource usage,threat
530,enhance,the scan speed,smoother pc experience
531,edge,protection,a proactive technology
531,defend,zero day threat,any web browser
531,protect,drive,download attack
532,vipre,user interface,schedule
532,select,scan check,current definition update
532,customize,patch,NA
533,scan,your facebook page,bad link
533,infect,pc,malware
533,infect,virus,trojan
533,expose,your friend,other online threat
534,browse,the web,link
534,infect,your pc,virus trojan
534,infect,other online threat,NA
535,remove,virus spyware rootkits,bot trojan
535,remove,all other type,internet security issue
536,ensure,a smooth trouble free installation process,potential software conflict
537,leverage,multiple detection method,internet security issue
537,include,zero day attack,real time
538,combine,advanced antivirus,anti spyware technology
538,provide,complete security,t
538,slow,your pc,NA
539,scan,usb flash drive,other removable drive
539,scan,file,threat
539,connect,your pc,NA
540,remove,malware,unauthorized access
540,hide,your pc,NA
541,protect,email virus,outlook outlook
542,window,mail,any email program
543,add,an erase file option,your window
543,add,explorer menu,all trace
543,delete,a file,NA
544,include,the history,many popular application
545,computer,protection,your computer
545,protect,known and new threat,each type
545,process,a separate application component,this structure
545,allow,a flexible configuration,the application
545,depend,the need,an enterprise
546,scan,individual file folder drive area,the entire computer
547,update,the up,date status
547,scan,malicious program,NA
548,file,anti virus,the file system
548,monitor,the computer,all file
548,save,your computer,all connected disk drive computer protection
548,treat,the application,any reason
548,delete,a copy,the backup
548,move,the quarantine,NA
549,mail,anti virus,all incoming and outgoing email message
549,scan,your computer,email
549,analyze,malicious program,the email
549,be,the addressee,dangerous object
549,contain,the component,email message
550,web,anti virus,script
550,web,site,a threat
550,pose,all http traffic,a thorough monitoring
550,be,the component,web page
551,ensure,the safe use,internet pager
551,ensure,the component,information
551,come,your computer,m protocol
551,be,safe operation,various application
552,perform,the system,the application activity
552,base,which group,the component
552,assign,a set,rule
552,define,each group,these rule
553,firewall,security,your work
553,use,rule,two type rule
553,use,application and packet rule,NA
554,proactive,defense,a new malicious program
554,perform,malicious activity,the component
554,design,monitoring,the behavior
554,analyze,all application,your computer
554,base,the action,computer protection
554,make,a decision,the application
554,protect,known virus,new one
555,attack,your computer,any network activity
555,block,the attacking computer,NA
556,instal,your computer,all incoming email message
556,monitor,all message,a special header
556,mark,the option,anti spam
556,configure,spam processing,a special folder
556,provide,the component,email message
556,detect,phishing,NA
557,view,information,network activity
557,view,real time mode,NA
558,integrate,web anti virus anti spam,m anti virus
558,check,web address,the list
558,phish,suspicious web address,NA
559,build,interface,various program
559,instal,your computer,NA
560,protect,data,your computer
560,store,malware and unauthorized access,secure access
560,ensure,the local network,the internet
561,file,personal data parameter,access
561,file,different resource user name,password information
561,password,banking card etc protection,these object
561,provide,file anti virus application control,proactive defense
562,instal,your computer and operating system object protection,these object
562,provide,mail anti virus web anti virus,NA
563,use,e payment system email protection,spam
563,use,virus,protection
563,provide,mail anti virus web anti virus,NA
564,protect,data,your computer
564,store,malware and unauthorized access,secure access
564,ensure,the local network,the internet
565,file,personal data parameter,access
565,file,different resource user name,password information
565,password,banking card etc protection,these object
565,provide,file anti virus application control,proactive defense
566,instal,your computer and operating system object protection,these object
566,provide,mail anti virus web anti virus,NA
567,use,e payment system email protection,spam
567,use,virus,protection
567,provide,mail anti virus web anti virus,NA
568,perform,the system,the application activity
568,base,which group,a set
568,belong,rule,each group
568,define,these rule,application access
568,manage,various resource,NA
569,digital,identity protection application control,right
569,digital,application,action
569,perform,the user s personal data,file folder
569,contain,important data,the most frequently used application
569,use,a user,my document folder cooky information
569,s,the uer  activity,NA
570,run,the application computer protection,the maximum security
570,ensure,operating system object,the user s personal data
570,run,unknown application,the protected virtual environment
571,be,a tool,information
571,view,network activity,real time
571,run,the network monitor link,the computer protection main window
572,establish,your computer,NA
574,establish,your computer,other computer
574,include,web server mail server,NA
576,scan,your computer,virus
576,be,order,the possibility
576,discover,security component,example
576,set,other reason,NA
577,object,scan scan,object
577,select,the user,any object
577,scan,the computer s file system,NA
578,scan,a thorough ,the entire system
578,scan,the following object,default system memory program
578,load,startup system,backup email database hard drive removable storage
580,shredder,secure file deletion,NA
581,detect,unknown threat,NA
583,patch,proof,strong signature
585,secure,detection,deletion
585,secure,dll trojan,NA
587,escan,protection center,a virus monitor
587,keep,monitoring file,the user
587,access,this help,any file
587,take,the necessary action,the escan protection center
587,take,the virus monitor,demand
587,equip,cache technology,NA
588,escan,spam,a combination
588,control,technology,email header
588,specify,that mail,such word
589,provide,a highly advanced feature,non business and offensive content
589,access,employee,an organization
589,base,the word,phrase
589,appear,such website,this process
589,avoid,this same feature,advanced parental control
589,safeguard,kid,website
589,contain,adult content,NA
590,install,software distribute update,all machine
590,distribute,your network,integrated security policy
590,enforce,the entire organization network,NA
591,escan,powerful new feature rad,the management console
591,access,a remote location,management task
591,help,remote technical support,the software operation
591,manage,this feature,the administrator
592,pop,window,the internet
592,browse,many site,a number
592,disturb,your activity,the computer
592,disturb,the bandwidth,accidental click
592,contain,malicious content,escan
592,contain,a complete solution,this problem
592,provide,a complete pop up blocker option,opening
593,be,a powerful anti virus utility,some new intelligent feature
593,give,this module,the power
594,escan,browser cleanup feature,an easy and automatic mean
594,protect,your privacy,such a way
594,erase,detail,site
594,erase,web page,feature
594,remove,track,your normal offline activity
594,remove,closing file delete operation,your hard disk
595,be,the rise,usb firewire
595,base,such a flash drive pen drive,new feature
595,provide,endpoint security,your organization
595,provide,password protection,NA
596,escan,built firewall monitor,both incoming and outgoing network activity
596,log,the system,all network based attack
596,be,different set,rule
596,be,such a trojan rule zone rule expert rule application rule,trusted mac address
596,trust,local ip list,block
596,allow,any incoming and outgoing traffic,NA
597,escan,the registry,any change
597,warn,the user,escan
597,warn,the application,nature
598,do,the system information tool,this tool
598,know,the hardware,software
598,deploy,the network,NA
599,log,report,all the module
599,display,protection scan,NA
600,provide,escan,both the software
600,update,instant protection,existing and emerging threat
601,be,multiple language,the language
601,instal,the software,NA
602,escan,many other feature,optimal control
602,offer,virus,content security related activity
602,be,remote access file,specific file
602,modify,remote user,your network
603,escan,remote support,er work
603,escan,the help,remote desktop connection
603,enable,escan support technician,computer
603,access,problem,a remote location
603,troubleshoot,this help,faster and better support
603,increase,efficiency,NA
604,auto,utility,all the frequently used file
604,use,pe file,an encrypted form
604,encrypt,an infection,all the clean file
604,restore,real time,the need
604,format,the system,NA
605,scan,all mail,lotus domino
605,pass,virus,NA
606,scan,virus document,the user base
607,cure,deletes,quarantine infected and suspected mail message
607,suspect,document,NA
609,save,result,the log file
610,browse,speed,NA
611,le,memory use,the average
611,use,competing product,NA
612,pc,security,industry leading virus spyware and firewall protection
613,block,fraudulent web site,verifies
614,manage,user name,NA
615,phish,protection guard,online attempt
615,steal,your personal information,fraudlent website
615,block,verifies,NA
616,protect,photo music,document
616,protect,automated backup,NA
617,support,new backup destination,blu ray disc hd dvd
617,include,ipod,NA
618,back,your critical file,NA
619,include,secured online storage,option
619,purchase,additional storage,NA
620,view,your wireless network,each device
621,display,the security status,all the norton product
621,display,your network,NA
622,connect,an unsecured wireless network,NA
623,protect,web based drive,downloads
623,use,vulnerability,your browser
623,insert,malware,your pc
624,maintain,your pc,peak performance
625,clean,unnecessary internet clutter,temporary file
626,optimize,window performance,unneeded registry file
627,fast,access,expert support
627,fast,email,NA
628,include,new product,the renewable service period
629,keep,your computer,the latest internet risk
629,renew,your subscription,the regular subscription price
629,renew,applicable tax,t
630,download,the norton,pack
631,pc,antivirus detects,virus
631,eradicate,related malware threat,computer system
631,enter,mean,file transfer
631,provide,demand system,threat
632,protect,your system,the latest virus
632,protect,related malware threat,a improvement
632,keep,new infection,NA
633,scan,setting,real time
633,apply,the intelliguard tool,these scan option
633,customize,a range,generic and global setting
633,affect,the overall behavior,pc tool
633,affect,antivirus,NA
634,pc,antivirus,detected virus
634,relate,your system,a contained area
634,contain,the majority,infection
634,restore,a later time,pc tool
634,quarantine,malware item,a scan
635,conduct,pc tool,antivirus
635,provide,a record,each scan
635,conduct,the infection,infection
636,pc,antivirus service based architecture,limited permission
636,scan,all area,the operating system
636,ensure,thorough removal,virus
636,ensure,other related malware threat,NA
637,restrict,access,website
637,infect,your pc,virus
637,give,your personal or financial information,hacker
638,base,email security,infected email
638,reach,your inbox,NA
639,bank,shopping,the internet
639,launch,this antivirus feature,a safe desktop session
639,begin,the supported internet browser quick heal safe banking prevents internet threat,malicious program
639,type,your keyboard,NA
640,run,your internet browser,browser sandbox
640,give,a secure uninterrupted browsing experience,a protective screen
640,act,the pc s operating system,malicious threat
640,reduce,the risk,unexpected or hidden malware attack
641,set,control application control,NA
642,be,an essential antivirus security feature,your pc
642,keep,external threat,the internet
642,arise,network,your system
642,configure,protection,incoming and outgoing internet traffic
642,configure,our enhanced firewall,a firewall profile
642,set,network connection,the stealth mode feature
642,make,hacker,NA
643,give,multilayered virus protection,a combination
643,multilayer,feature,the best internet security
643,ensure,your pc,data
644,enhanced,malware protection detects,spyware adware
644,riskware,other malware,NA
645,be,data,malicious program
645,type,your keyboard,the information
645,share,hacker quick heal s,anti keylogger feature
645,steal,your valuable data,NA
646,alter,the previous scan,file
646,scan,folder,lesser time
646,slow,your system,NA
647,combine,behavioral and characteristic inspection,monitoring
647,combine,unsafe program,your pc
647,protect,unknown malware,other threat
648,detect,known security vulnerability,hacker
648,steal,your data,your computer
648,infect,virus,your system
648,scan,this feature detects vulnerability,the operating system
648,fix,any vulnerability,the o
648,be,setting,NA
649,be,a defense mechanm,your confidential information
649,record,malicious program,spyware
649,suggest,this feature,a physical keyboard
649,use,whatever information,the virtual keyboard
649,reach,it destination,hacker
649,intercept,malware,NA
650,scan,external storage device,usb drive
650,protect,autorun infection,NA
651,stop,unauthorized user,quick heal security setting
651,change,the system,safe mode
652,protect,quick heal s running process,service
653,affect,the security,your pc
654,set,a single computer,other computer
654,reinstall,the software,multiple computer configuration
655,fast,virus detection,removal
657,protect,the online privacy,NA
658,include,their encrypted and polymorphous variation,NA
660,extended,support,compacted file
660,find,malwares,various type
660,find,archive,NA
661,provide,high speed scan,advanced technology
663,update,the virus database,your computer
663,protect,new virus,NA
666,standalone,virus,right click
666,standalone,menu integration,microsoft window explorer
667,addin,microsoft outlook,virus
667,remove,infected attachment,NA
668,identify,the signature,known malware
668,gain,a multi layered defence system,your pc
669,keep,your child,cyber bullying
669,expose,inappropriate content,peace
669,give,mind,NA
670,set,the feature,backup
671,protect,your computer,unwanted hacker
671,protect,identity thief,this first line
672,keep,junk mail,email scam
672,phish,attempt virus,NA
673,come,your search,NA
674,get,your computer,pc tune
674,run,unnecessary file,your computer s performance
674,improve,memory,NA
675,check,your computer,out dated software
675,date,hacker,virus
675,gain,access,your system damage
675,steal,personal information,NA
676,clear,protection status,your system
677,manage,main feature,one screen
678,protect,your system,NA
680,save,file,file manager
681,browse,real and virtual disk,registry
682,trust,program,real disk
683,allow,trusted service,NA
684,allow,all program,NA
685,create,custom group,client
686,mcafee,active protection technology,new and emerging threat
686,emerge,millisecond,virtually no gap
686,s,your protection,the competition threat
686,wait,regular update,NA
687,remove,virus,spyware adware
687,rootkit,insidious program,your pc
688,block,outsider,your pc
689,know,a website s risk,malware threat advanced phishing protection alert
689,steal,your identity,access
689,gain,your financial information,site rating
689,provide,popular search engine,NA
690,advanced,spam identification capability,spam
690,clog,your inbox,NA
691,rely,real time,threat
691,protect,your pc,fast subsequent full system scan time
692,mean,le impact,your day
692,mean,day,pc activity
693,check,the status,how many threat
693,manage,your security,the mcafee home screen
694,reserve,security scan,your pc
694,use,le disruption,NA
695,internet,filtering control,your child
697,take,the hassle,manually backing
697,take,your most valuable digital file,the backup process
697,automate,your file,a secure remote online server
697,come,online backup,the option
698,remove,junk file,your pc
699,destroy,no longer needed sensitive file,NA
700,get,quick access,fragmented file
700,consolidate,folder,NA
701,protect,the system,malware infection
701,monitor,a file s execution replication relocation,other action
702,block,activex control,the user s consent
703,remove,hidden threat,scanning
703,remove,malware,rootkit
704,monitor,malware execution,periodic memory scan
706,develop,inca internet,an efficient malware response
706,provide,scanning,treatment
707,incorporate,a second globally recognized engine icsa lab checkmark,that scan
707,certify,the latest wild list virus,NA
708,proactive,detection,the system
708,protect,scanning,new unknown malware
709,protect,malware infection,intentional modification damage
711,recover,the damage,the system
713,support,daily update,emergency update
713,support,an efficient malware threat correspondence,NA
714,prepare,emergency situation,new virus
715,protect,the product,unwanted option change
715,protect,deletion,an administrator password feature
716,prevent,information leakage,NA
717,send,malware suspicious file,the user s system
718,report,treatment,a treatment
719,provide,a preview,the report
719,provide,the user,NA
720,antivirus,window,your pc
720,protect,any kind,threat
721,protect,your wi fi network,block intruder
722,keep,your child,inappropriate content
723,protect,your money,most important data
724,backup,your file,NA
725,manage,your password,a single click
726,file,encryptor,your confidential data
727,file,shredder delete ,NA
728,tuneup,your computer,peak performance
730,lead,detection,elimination
730,lead,virus worm trojan,malware
731,innovative,advanced heuristic analysis,detection technology
732,avira,rootkit detection protection,process
732,include,repair function,NA
734,protect,the avira smallbusiness suite configuration assistant,NA
735,update,a network wide administration,the avira security management center
737,sort,startup program,date
738,scan,ad stream,NA
739,virit,explorer lite,heuristic virus
739,incorporate,engine,virus detection
739,detect,a large percentage,new and unknown virus
739,analyze,antivirus researcher,NA
740,clean,the rootkit,gromozon linkoptimizer
741,detect,modified trojan,NA
742,memory,scanning,any modified variant
742,modify,a particular build,a trojan
743,detect,trace,trojan
743,detect,the registry,NA
744,detect,trace,trojan
744,detect,configuration file,NA
745,detect,open trojan port,NA
746,find,whole class,trojan
746,use,advanced scanning technique,NA
747,trojanhunter,guard,resident memory scanning
747,trojanhunter,any trojan,NA
748,liveupdate,utility,effortless ruleset
748,liveupdate,the internet,NA
749,process,list,detail
749,give,every running process,the system
749,include,the path,the actual executable file
750,accurate,all detected trojan,the trojan
750,inject,another process,NA
751,block,virus spyware worm,infection
751,prevent,your computer,NA
752,protect,spyware,dangerous link
752,identify,website social network email,instant messaging
753,detect,spam email,phishing scam
753,reveal,private personal information,NA
754,worry,online threat,NA
756,check,junk file,pup adware
756,create,spyware,NA
758,examine,the browser search setting,NA
759,testing,the host file,dns
760,testing,startup file,several antivirus program
760,use,the virustotal com,NA
761,detect,virus malware,your home network
762,take,surprise,NA
763,play,maximum power,no interruption
764,remember,the rest,NA
765,make,the banking site,the one
766,steal,your detail,NA
767,stop,unwanted visitor,your privacy
768,keep,your inbox,NA
769,update,your software,NA
770,lend,repair,the file
771,ensure,the safety,your data
771,block,ransomware,other dangerous apps
772,get,award,desktop
772,win,laptop,NA
773,stay,zero day vulnerability,deepguard
774,manage,automatic patch,your software
774,protect,known vulnerability,NA
775,enjoy,complete protection,minimal impact
775,enjoy,system performance,NA
776,augment,security,online banking
776,augment,other business critical transaction,NA
777,benefit,protection technology,next generation threat intelligence advanced machine learning technique
777,power,highly skilled cyber security expert,NA
778,fast,online protection,the immunet cloud
780,include,quick scan,demand
780,include,access,scan
781,file,management protection scan individual ,exclude file scan compressed file quarantine infected file
782,clear,documentation,history report
785,protect,any type,internal mail server
788,monitor,internet,new threat
791,require,work,the box
792,rout,internal server,NA
793,outbound,further protection,NA
797,include,bayesian filter,phrase based check
799,protection,known virus,NA
800,stop,acceptance,message
800,stop,mail server,NA
801,limit,number,domain
802,protect,multiple internal mail server,NA
803,individual,group user,profile
804,multi,platform window linux aix,solaris
805,proxy,server support,virus
805,proxy,scanning,web page
806,protection,email,the shield deluxe scan email traffic
806,accord,the protocol,nntp
806,send,incoming mail,smtp
807,scan,virus,real time
807,ensure,infected object,the computer s hard disk
808,designate,antivirus,user
808,limit,critical area,the operating system
808,ensure,that attention,the most vulnerable area
808,focus,the system,NA
809,control,change,the file system
809,be,compile lt,application
809,prevent,malicious program,the integrity
809,undermine,the application,NA
810,launch,the computer s memory,the same time
810,warn,user,any dangerous suspicious or hidden process
810,be,rootkits,unauthorized change
810,be,routine process,NA
811,shield,the status,the system registry
811,create,hidden key,the registry
812,proactive,protection affords control,the operation
812,proactive,macro,application
812,base,microsoft office document,dangerous macro command
813,restore,malicious activity,the shield deluxe
813,roll,any change,malicious program
814,limit,new and modified file,potentially dangerous object
814,limit,only antivirus,time
814,suspend,increased user activity,your computer s resource
814,be,your use,NA
815,download,user,kilobyte
815,amount,the shield deluxe,our update
816,relentless,security software scan,dangerous email risky web content
816,block,online threat,virus
817,be,master,disguise mcafee active protection
817,look,suspicious material,your computer
818,sneak,your personal information,this traffic cop patrol
818,prevent,malicious software,access
818,gain,your pc,NA
819,cod,icon,your search result
819,click,which site,malicious code phish
819,install,your identity,spam
820,enjoy,your digital life,the limit
820,enjoy,shopping,minimal interruption
821,destroy,sensitive file,other user
821,donate,recycle,your pc
822,cache,browser file,other junk
822,slow,your pc mcafee quickclean software,the clutter
822,remove,your computer,your digital life
823,block,stealthy botnet software,your pc
823,connect,web address,this extra defense help
823,prevent,your computer,your personal information
823,send,internet crime network,NA
824,portable,storage device,their travel
824,spread,malicious code,mcafee scan
824,spread,this portable payload,virus trojan
824,wriggle,your pc,your network
825,get,mcafee protection,your system mcafee work
825,remove,infection,a our software installs
826,doublescan,best award,virus detection
827,outbreakshield,immediate protection,new virus
829,improved,protection vfrom virus worm,spyware dialers
832,use,thanks,new rule
834,expand,language blocker detects,ten different e mail language
836,keywort,filter,full text search
837,trace,eraser and data shredder,NA
838,block,banner pop ups flash java,script
840,design,all new interface,easier use
840,be,the click,a button
840,be,even first time user,protector
840,configure,their need,NA
841,tune,a better scanning performance,the latest virus
841,detect,a new heuristic scan technology,maximum security
842,monitor,the system,any virus
842,enter,the activity,the internet
842,access,the network,removable medium
842,use,cd,usb drive
842,be,any security threat,NA
843,scan,the latest technology,infected email
843,stop,the incoming port,your inbox email
843,reach,scan configuration,first time user
844,download,the virus signature update,the background
844,disturb,the user,hourly update
844,provide,protection,the latest threat
845,assist,the support executive,proland software
845,provide,product support,the user system
845,investigate,the user friendly interface file,the virus analysis lab user
845,submit,the suspicious file,the system
845,load,the file,a suspicious or the file
845,move,the quarantine folder,every submission
845,analyze,a report,the user
846,be,size,this emergency update
846,be,an outbreak,a virus
846,be,the wild,NA
847,protection,any threat,usb drive
848,protect,offline computer,NA
849,s,fatet and mallet antiviru oftware,NA
850,cure,active infection,NA
851,install,an infected system,NA
852,unique,technology,even unknown threat
856,protect,unauthorized access,a network
857,detect,hidden user land rootkit process,a suspicious injected dlls
857,inject,all running process,the system
858,detection,removal,hidden user land rootkit process
858,use,sophisticated technique,NA
859,remove,the injected dll,remote process
859,inject,session boundary,advanced dll ejection method
859,be,those unique feature,spydllremover
860,sophisticated,auto analysis,dll process
860,help,identification,a unknown threat
861,color,based threat representation technique,clear and easier analysis
861,base,various type,threat
862,advanced,online threat verification,suspicious element
862,use,virustotal threatexpert processlibrary google search,easier threat analysis
863,direct,interface,process file
863,direct,specific operation,smart trick
863,defeat,user land,rootkits
865,inteli,refresh,active process
865,show,process viewer,flicker free smoother user experience
866,dll,tracer feature,suspicious dll
866,search,all running process,partial or full name
867,customize,the entire operation,need
868,click,menu integration,quick action
869,advanced,report generation,offline
870,display,detailed information,all running process
870,run,loaded dlls,detailed analysis
871,start,every file,an antivirus
871,open,the resident protection,reliably block attempt
871,depend,the repair,the defective file
872,carry,regular or one off check,the entire disk selected content
872,select,file,NA
873,plan,regular weekly daily or hourly cycle,course
873,accord,current need,NA
874,achieve,the highest detection rate,the world
874,stop,practically all existing virus worm,trojan
875,base,the comparison,the data
875,check,a database,example
875,contain,virus,the antivirus
875,identify,a yet undefined harmful code analysis,the structure
875,identify,behaviour,the start code
875,can,a high degree,the code
875,contain,a virus,spyware
876,depend,the setting example,virus
876,download,regular interval,new version
876,download,installation,this way
877,protect,any attempt,unauthorized application
877,change,this way,no chance
877,put,action,detection
878,improved,detection,suspicious file
878,improve,threat,NA
879,update,several time,day
879,protect,the latest threat,NA
881,behavior,application ,not yet classified threat
881,classify,such a zero day exploit,NA
882,neutralize,infection attempt,file operation
883,multi,engine,two scan engine
884,integrate,self protection,program manipulation
884,prevent,malware,NA
885,keep,protection,date
886,manage,all type,autoruns
886,manage,your system,NA
887,control,all explorer,browser
887,control,plugins,NA
888,manage,all running process,their associated module
889,control,all service,NA
890,view,open port,the associated listening process
891,view,all dns entry,the host file
892,manage,installed layered service provider,NA
893,analyze,the system configuration,our live online analysis
894,send,communicator bluetooth,wifi protection
895,advaced,virus database,technology
896,check,the archive,the most used archivers rar zip arj
896,rar,tar gzip m cab,NA
897,include,neutralization,message
897,include,microsoft outlook,the bat mail base
900,use,the technology,repeated reduction
900,repeat,volume,the information
900,download,the internet,updating
