id,verb,object,detail
553,update,confirmation,NA
554,store,all kind,web page image
554,store,shockwave flash file,NA
555,save,a page,NA
556,add,the page,the ten most used folder
557,use,drag,drop
557,drop,the right click,context menu
557,store,a page,NA
558,drag,a link,the inquiry band
558,save,the page,NA
559,drag,a selection,link
559,download,all page,the selection
560,append,the current page content,a selection
560,append,the page,another page
561,use,the auto save button,all page
561,browse,a special folder,NA
562,keep,collected information,compressed file
565,pan,power,every site
565,bring,view,NA
566,get,big screen browsing kylo,your tv
566,bring,computer,the ultimate content experience
566,enjoy,your favorite online show video music game,news
566,enjoy,your hdtv,the web
567,find,the web content,the couch
568,kylo,wide open interface,your tv screen
568,s,jut a blown up web brower kylo,your favorite content
568,enjoy,t waste time,list
568,hunt,link,unreadable text
569,be,another piece,equipment
569,be,your coffee table use kylo s onscreen keyboard,web address
569,input,instant message,even email
569,use,a classic qwerty interface,NA
570,onscreen,reading,a breeze
570,be,kylo,the zoom
570,enjoy,text content,ten foot
570,re,the scen,online content
571,view,xml entity,NA
572,log,traffic,NA
573,modify,http header,query
574,modify,post request,NA
575,highlight,the xml syntax,NA
576,tolerance,xml,syntax error
577,support,basic http authentication,NA
578,explorer,a text size,the text
580,search,drawer runecats,all main browser
580,have,a search bar,a twist
580,have,a pop,search bar
580,save,lot,room
581,runetext,extention improved finding tool faster engine skin center button,NA
583,flash,ppai systemwwide installation,flash
584,address,bar,NA
585,erase,history,NA
586,highlight,all instance,NA
587,download,location dialog,file
588,quick,launcher,important useful site
589,allow,customization,homepage default search engine
590,show,splash screen,startup
592,view,online offline webpage,NA
593,menu,the bottom,left part
593,leave,the page,NA
594,use,the pipelining method,some other trick
594,gain,more speed,NA
595,use,privoxy download,visiting addons
596,build,adblock,gt web browser
597,bookmark,history management,NA
599,support,downloads,the need
600,support,the latest version,java adobe flash player
600,flash,adobe shockwave player,NA
601,print,web page,screen
602,perform,instant google search,a single click
603,manage,your favorite r feed,NA
604,browse,secure web page,total privacy
605,phish,website,advanced protection
606,block,advert animation,sound
607,manage,your file downloads,NA
608,work,your favorite internet explorer,ons
609,customize,the browser interface,theme
609,customize,skin,NA
610,export,discovered email address,a file
612,save,load database,future reference
613,view,source code,web page
614,scan,the net,web page
615,import,your old database,hypernet
616,alter,your scanning preference,your crawl
616,expand,different pattern,NA
617,optimize,your database,faster search
618,exclude,page,search result
619,search,your database,information
619,get,detailed result,scanned web page
620,display,live explorer window,a environment
621,provide,easy manipulation,navigation
622,protect,your privacy,a shared computer
623,tabbed,all the web page,main window
623,ease,your navigation,NA
624,drag,drop type,the keywords
624,drag,address bar,a search
624,drag,a keyword,your mouse
625,clean,the web page,popup window
625,remove,ad content block,NA
627,use,an ultra streamline web navigation system,logically group
627,s,ort webite,their page
628,browse,the internet,an unlimited number
628,use,web window,track
629,use,net ex pro advanced url website filtering management,unwanted ad
629,block,other annoyance,net ex pro advanced window
629,combine,popup,management
629,block,the popup window,t
629,don,not the popup window,NA
630,delete,all your web browsing history,all your track
630,can,all your private information,website
630,identify,what system,the web
631,integrate,net panel,all your favorite history
631,combine,r feed web session,other plug
631,manage,location,NA
632,get,instant access,web query
632,use,multiple search provider,the internet
632,use,the same time,more result
632,do,le save time,effort
632,search,the web,group search
632,use,multiple search engine,greater scope
632,achieve,your search result,NA
633,update,any user intervention,the latest bug
634,customize,the color,the browser
635,set,a password,the application
636,lock,custom  screen,NA
637,build,language,NA
638,view,your internet history,NA
639,lock,your browser,a password
640,block,unwanted site,keywords
641,browse,product,price
642,discover,the latest store coupon,NA
643,eliminate,the wait,surf
644,open,several link,NA
645,search,several  engine,NA
646,pin,page,NA
647,add,several page,NA
648,set,page,NA
649,keep,pop ups,your way
650,view,multiple web page,the same window
650,view,tabbed window,NA
651,be,no limit,how many tab
651,have,the same time,your computer hardware
651,depend,the content,web page
651,have,site,an year old computer pentium
652,open,multiple web site,click
653,create,group,page
654,control,annoying popup window,NA
655,block,popup window,doesn t
655,doesn,the normal opening,a new window
656,content,filter,password protection
656,content,parental control,NA
657,type,a word,phrase
657,type,the address bar,a search
657,use,your predetermined search engine,NA
658,clean,program shutdown,temporary internet file typed url history
658,type,cooky temporary window file,NA
659,save,disk space,favorite history list
659,use,internet explorer,NA
660,give,maximum space,your display
660,view,your web page menu toolbars,NA
661,protect,your privacy,a shared computer
662,tabbed,all the web page,main window
662,ease,your navigation,NA
663,drag,drop type,the keywords
663,drag,address bar,a search
663,drag,a keyword,your mouse
664,clean,the web page,popup window
664,remove,ad content block,NA
666,tabbed,almost any modern browser,goona browser
666,hover,the mouse,the tab
666,hover,a thumbnail,window
666,appear,aero taskbar,NA
667,recognize,a page thumbnail,much space
667,take,disk,jpeg format
667,save,a single file,a quicker access
669,choose,rendering engine,the webpage gecko
669,show,webkit,NA
670,basic,twitter integration advanced integration,twitter
670,basic,facebook,the future
671,use,powerful control panel,NA
672,view,the website,smaller screen resolution
673,immersive,metro,NA
674,support,site icon change,encryption level change
674,support,homepage,NA
676,support,all extension,NA
677,access,your favorite video site,a single click
678,download,video,site
678,include,youtube,NA
679,convert,video,a variety
679,convert,popular format,NA
680,browse,secure web page,total privacy
681,block,advert animation,sound
682,phish,website,advanced protection
683,work,your favorite internet explorer,ons
684,perform,instant google search,a single click
685,manage,your file downloads,NA
686,customize,the browser interface,theme
686,customize,skin,NA
687,print,web page,screen
688,maximize,your screen real estate,slickscreen s unique non overlapping interface
689,work,web site side,ease
690,save,multi panel layout slickscreen s multi panel bookmark,NA
691,drop,link,one panel
691,drop,web productivity,NA
692,new,every slickscreen panel,traditional web browsing tab
693,leverage,microsoft s internet explorer,engine
693,render,performance privacy,security
694,use,dropbox,ubuntu
694,store,setting,data
694,access,your data,NA
695,manage,the gui,NA
696,print,the current page,NA
697,save,the current page,NA
698,record,browsing history,the history
699,centralize,notification system,NA
700,bookmark,manager,NA
701,close,all the tab,the left
701,close,right,the current tab
702,block,support,the preference dialog
703,basic,this feature,NA
704,custom,search expression,NA
705,support,firebug tool,NA
706,store,cooky,session
706,allow,the cooky,linux ryouko
706,perform,a shred v operation,the database
706,perform,added privacy,NA
707,support,private browsing mode,NA
709,support,new window,NA
710,zoom,functionality,NA
711,status,message,NA
712,browse,any respectable modern web browser,NA
713,support,command line argument,a your default web browser
713,use,course,NA
714,understand,page request,link
714,ask,new window,reduced functionality
714,reduce,new tab,NA
716,work,the time,NA
717,face,an unsupported file type ryouko,the offending file
717,offend,your computer,NA
718,back,button,the previous resource
719,reload,button,the current resource
720,cancel,the resource,some browser
721,return,the user s home page,NA
722,input,the desired resource,NA
724,merge,the address bar,NA
725,display,progress,the resource
725,load,also the uri,link
727,base,a unique multi process,multi thread design exp web browser
728,create,search engine,your multiple search list
728,manage,a search,alias
729,set,exception filtering item contain,pop ups image java script activex and java applet
730,build,functionality,any r feed
730,be,a web page,NA
731,be,a web page,this tool
731,download,image file,activex object
731,download,script,NA
732,view,satellite image,direction capture map
732,get,preferable size,the street scene
732,view,a floating window,monitor
733,translate,a webpage,a foreign language
734,add,your own plug,java script
735,be,the increase,NA
736,word,a web page,a search keywords
736,activate,search engine,your multiple search list
737,open,a link,the panel
739,set,a server address port number,your account info
740,activate,multiple accelerator,NA
741,get,date content,a web page
741,set,a preferable auto refreshed frequency,NA
742,cooky,history,visited tab
742,visit,input data,search keywords
744,switch,current window mode,double clicking
744,switch,a tab,hotkey
745,include,computer latest viewed tab,recent web page
746,be,link,NA
747,multi,pane design,help
747,include,preview,backup file
748,preview,backup file pane,the content
748,preview,file,NA
750,be,auto,function key bar
753,be,the increase,NA
754,move,panel,NA
755,set,related folder file program,web page
755,set,a a group,NA
757,be,auto,preferable frequency
758,switch,tab,NA
759,drop,file,a folder tab
759,drop,a zip tab,subfolders
759,drop,a tab bar,NA
760,right,click,a folder
760,open,a group,the left or right panel
761,be,a place,the customization
761,include,pane,general tab status bar toolbar browser
763,configure,exp,NA
764,inquiry,store various web file entire web page,selected text and image shockwave flash clip
764,select,many others,document
764,export,various format,friend
764,share,colleague,cumbersome open and close dialog box
764,forget,your stored page,NA
765,access,inquiry,a button
765,click,the m internet explorer toolbar,a single click
765,sidebar,the page,your selected text
765,select,image,the inquiry
765,select,the internet explorer,toolbars
765,select,menu entry,the view menu
765,select,inquiry bar,NA
766,drop,a selection,a web page
766,save,the selection,all page
767,inquiry,store page,the regular internet explorer
767,save,a feature,NA
768,search,all collected page,the search result
768,display,a separate tree folder,your stored item
768,divide,theme and purpose sort,the order
768,use,drag drop,standard ordering method
769,store,inquiry,the web site
769,respond,the content,the page
770,click,the feature link,inquiry
771,use,inquiry,stored page
771,store,a couple,click
771,convert,a page,a convenient format
771,reduce,the file size microsoft word,a small executable file
771,include,a compact ie based browsing application,NA
772,meet,the need,professional researcher
772,meet,novice user researcher lawyer writer scholar professor student,just the casual shopper
772,collect,store,any type
772,manage,internet information,NA
773,inquiry,the concern,information
773,put,control,the internet file
773,put,your hand,NA
774,have,all necessary information,your local computer inquiry
774,gather,internet page,article
774,gather,your assignment,offline
774,save,all citation,reference
774,save,your own reference style,each document
775,compare,product,report
775,prepare,presentation,NA
776,search,the best price,a product
776,review,your leisure,NA
777,organize,web site information,competitive product
777,organize,service,NA
778,use,inquiry,information
778,store,government site,a research site
779,study,a test,research
779,do,your class inquiry,a fast and easy way
779,find,save,the information
780,need,a fast and easy way,the information
780,analyze,the internet,inquiry
781,auto,mute,quick hide
782,be,work,double vision mode
783,increase,productivity,screen real estate
784,retain,all function,the original browser
785,leaf,no trace,NA
786,protect,your privacy,a shared computer
787,tabbed,all the web page,main window
787,ease,your navigation,NA
788,drag,drop type,the keywords
788,drag,address bar,a search
788,drag,a keyword,your mouse
789,clean,the web page,popup window
789,remove,ad content block,NA
791,fast,internet,multi selected searching engine
791,search, mode,NA
792,hot,key ctrl c,an internet searching web image video news map
792,search,highlighted text,any time
793,smooth,scrolling low cpu usage,customized news ticker
793,customize,stock quote ticker,click
793,prompt,a news window,stock chart window
793,prompt,quick browsing,NA
794,docking,ticker,your desktop
794,keep,an eye,stock market
794,keep,all news,computer
795,open,multiple web browser window,low computer resource cost
798,render,scalable rfc length print,print preview
799,structure,view,a navigating tree
799,navigate,reference,NA
800,page,view,the rfc page
800,turn,the page,NA
801,optimal,desktop offer level,tabbed organization
801,organize,access,your favorite web page
801,organize,desktop file,folder
802,build,the system,NA
803,subscribe,r feed,a simple drag
803,be,each feed,own window
803,view,flexible update function,NA
804,optimal,desktop,a highly customizable interface
804,offer,the online,moreover feed
804,define,their filter and information source,highly customizable information feed
804,recieve,their desktop,NA
805,optimal,desktop offer,integrated popup blocker
806,play,a sequence,internet action
806,store,replaying,password
807,optimal,desktop,your desktop internet favorite history
807,isolate,any folder,the folder tree section folder
808,optimal,desktop,your favorite
808,search,the content,your r feed
809,chrome,latest core version speed,NA
811,xvast,support drm,x protection
811,enjoy,the protected premium content,NA
812,microsoft,trident engine,default
812,provide,the package,NA
813,respect,user privacy,a much higher level
813,respect,comparison,other country
814,compromise,your privacy,default example
814,include,third party cooky password autofill prediction text,NA
815,build,vpn,an encrypted tunnel
815,encrypt,your computer,website
816,scan,virus,a database
816,update,real time file,red
817,rat,a large community,internet user
817,know,a site s reputation,the shield
817,look,the upper corner,NA
819,customization,an extensive gallery,wallpaper
819,customize,the theme,your browser
819,customize,a the background,your homescreen
820,get,quick access,your favorite site
820,sort,profile,the homescreen
821,download,booster file,download
821,download,traditional browser,an advanced multi threading technology
822,retain,all function,the original browser
823,launch,any carrier,NA
824,leave,no trace,NA
825,easy,complicated configuration option,NA
828,fast,experience,NA
829,protect,your privacy,a shared computer
830,tabbed,all the web page,main window
830,ease,your navigation,NA
831,drag,drop type,the keywords
831,drag,address bar,a search
831,drag,a keyword,your mouse
832,clean,the web page,popup window
832,remove,ad content block,NA
834,tabbed,mode,tree mode
836,top,forum list,forum directory explorer
837,top,software list,software directory explorer
838,leave,these pane,precise control
838,divide,composite document,NA
839,compile,a web archive,your window file system
839,collect,many document,all the site
839,contain,interest,that document
839,clutter,your favorite collection,screen
839,have,a document tab,the muddly mud file format
839,restore,your content,layout
839,restore,anytime later a file,a file attachment
839,send,e mail,NA
840,open,one or more r feed,the muddly tree browser
840,view,any page,a feed
840,view,more than one browser pane,more control
840,give,your favorite feed,any item
840,open,a new tab window,document feed
840,be,the document,a document
840,open,the other document content,NA
841,be,the fastest most convenient way,the page
841,look,just one view,the same story
841,s,your hitory,NA
842,replace,the rich functionality,special feature
842,replace,internet explorer,a unique feature
842,change,your software inventory,NA
843,turn,the web,a well organised reference
843,be,certain document,the time
843,need,the desktop,the system tray
844,look,a skin,your taste
844,decide,the ambience,NA
845,save,a image file,NA
846,click,thumbnail image,page
847,protect,your child,the internet
848,analyze,any page,their list
849,desktop,lockdown,child
849,use,internet explorer firefox,the kidsafe internet browser
849,use,window,NA
850,see,your kid,access
850,have,safe area,NA
851,help,child,math english
851,practice,science,NA
852,sandbox,area,kid
852,play,almost unlimited game,NA
853,put,time restriction,the internet
853,use,the mr pocketwatch feature,NA
854,unlimited,update auto update checker,NA
855,keep,child,only filtered internet
856,enable,the printer and search bar,NA
857,view,your child,the internet
857,use,day,NA
858,respect,user,their system
859,emulate,phone,tablet
860,url,scroll,desktop
860,be,sync,NA
862,debug,desktop,mobile
862,debug,devtools,NA
863,work,any ide language,framework
864,make,instant html site,retrive other html site s code
864,s,a calculator dictionary,etc switcher
864,replace,top shortcut,NA
866,send,mail,your email
867,occupy,your browsing space,NA
869,protect,your privacy,a shared computer
870,tabbed,all the web page,main window
870,ease,your navigation,NA
871,drag,drop type,the keywords
871,drag,address bar,a search
871,drag,a keyword,your mouse
872,clean,the web page,popup window
872,remove,ad content block,NA
874,allow,a large amount,compatability
875,build,theme,their advantage
876,build,bookmark and history manager,order
876,get,your favorite website,NA
877,allow,the user,NA
878,kiosk,the same robust web technology,NA
879,design,public use,the o
879,restrict,the keyboard,click
880,access,a hidden control panel,the bottom left corner
880,leave,the screen,your pin number
881,train,a filter,all all the web site
881,don,want,the web site
882,re,style,the software
882,re,the color background image,logo
883,add,an optional touch keyboard,the cursor
