domain,app,requirement,url
Compression Tool,Advanced-Zip-Repairer,"Support to repair Zip files and Zip item files larger than 4GB. Support to repair spanned Zip files, split Zip files and encrypted Zip files",https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,"Support to repair Zip files on corrupted medias, such as floppy disks, Zip disks, CDROMs, etc.",https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,Support to repair a batch of files,https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,Support to find and select the Zip files to be repaired on the client computer,https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,Provide an EXE stub when necessary,https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,"Integrated with Windows shell, so you can repair a file with context menu in the Explorer easily",https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,Supports drag and drop operation,https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,Advanced-Zip-Repairer,Supports command line parameters.,https://www.softpedia.com/get/Compression-tools/Advanced-Zip-Repairer.shtml
Compression Tool,UnzipThemAll,"Select all your archive files and in one click, the program will decompress them in the current folder or in a selected folder",https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Does not require any installed archive program,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Can run in the traybar so that you can call it on demand.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Possiblity to display a drop zone to uncompress your files quickly.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,You can use the program to change files attributes.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,The program can also copy file names to the clipboard and create folders.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,"If you have password protected archives, you can type the password to extract files.",https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,You can save 20 favorites folders.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,You can set a startup directory or restore the last working. directory.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Can hide itself while decompressing files,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Can beep at the end of the operation and/or display a message when the process is finished.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,Possibility to see an history of all the decompressions the program made during the session.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,You can call the program from Windows Explorer.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,UnzipThemAll,The program is available in French and English.,https://www.softpedia.com/get/Compression-tools/UnzipThemAll.shtml
Compression Tool,PowerArchiver-Command-Line,"Multicore deflate zip engine almost 4x faster than single core systems on quad core computers. (3x faster than WinZip 15). Our MultiCore engine provides byte level parallelization of compression, unlike others that are file based. This means that PACL can use unlimited number of cores to speed up single file compression (for instance large database).",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,Improved speed of zip compression and extraction on any occasion.,https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"Full support for advanced ZIPX format  LZMA, JPEG, PPMd, BZIP2 and WAVPACK in ZIP/ZIPX, according to latest ZIP standards. PowerArchiver is the only application that fully supports Winzip 15 and earlier files, while providing faster (up to 3x) and stronger compression compared to WinZip 15.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"Unlimited size of the archive, unlimited size of files inside archive and unlimited number of files inside archive.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"Support for Unicode in ZIP, both read and write. Implemented throughout application.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"Full support for ZIP AES encryption, 128-bit/192-bit/256-bit (supports: PKZip 5.1 (full), Secure Zip 8.0 and WinZip 9.0 AE-1 & AE-2).",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"PAE support  Encryption of files and archives using 5 different methods: Blowfish (128-bit), DES (64-bit), Triple DES (128-bit), AES 128-bit, and AES 256-bit.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"SecureZip compatibility  only archiver fully compatible with SecureZip, including reading 3DES encrypted archives and ZIP/ZIPX archives encrypted with digital certificates.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,PowerArchiver-Command-Line,"FIPS 140.2 Certification  PowerArchiver ZIP/ZIPX AES encryption is not only standard based and compatible with all solutions, it is also FIPS 140.2 certified and it can be used in government agencies required to safeguard protective data with FIPS 140.2 certified solution.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Command-Line.shtml
Compression Tool,Simplyzip,Multi-ZIP,https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,Simplyzip,Backup to disk (e.g. CD),https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,Simplyzip,ZIP-Rpair,https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,Simplyzip,Crypt files with:Rijndael AES/Twofish (both 256bit keysize) and Blowfish (448bit keysize) incl SFX creator and an ArcConverter,https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,Simplyzip,Optional: See ArcConvert below,https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,Simplyzip,Create RAR/ACE (new version) and LHA SFX (with optional files from the developer website),https://www.softpedia.com/get/Compression-tools/Simplyzip.shtml
Compression Tool,X-UniExtract,7z,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,ace,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,arc,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,arj,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,exe,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"bin, cue",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"bz2, tbz2, tar.bz2",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,cpio,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,deb,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,cdi,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"b64, uu, uue, xx",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"xxe, yenc, ntx",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"gz, tgz, tar.gz",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,img,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"ab, 1, lib",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,iso,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"kgb, kge",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"lzh, lha",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,lzma,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,lzo,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"Z, tz, tar.Z",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,lzx,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,mht,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"cab, imf",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,chm,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,??_,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,lit,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,hlp,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,nbh,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,nrg,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"odt, odp, odg, ods",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"docx, pptx, xlsx",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,dbx,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,pea,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"rar, 001",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,rpm,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,sis,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,sit,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"tar, tbz2, tgz, txz, tz,",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,uha,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,dll,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,wim,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,msm,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,msi,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,msp,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,msu,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"xz, txz, tar.xz",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,"zip, jar, xpi, wz",https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,X-UniExtract,zoo,https://www.softpedia.com/get/Compression-tools/X-UniExtract.shtml
Compression Tool,Zipeg,supports wide variety of archive formats;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,allows to see what's inside BEFORE you extract;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,opens files in Preview directly from the archive;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,shows image thumbnails (EXIF) in tooltips;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,extracts items simply by dragging them;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,easy-to-use user interface;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,archives are processed in background;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,no archive size limitations;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,"opens CD and DVD "".iso"" image files;",https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,reports cumulative contents size of subfolders;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,customizable destination and source of extraction;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,automatically open archives via file types associations;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,automatic `path completion` for destination folders;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,Zipeg,automatic updates;,https://www.softpedia.com/get/Compression-tools/Zipeg.shtml
Compression Tool,PowerArchiver-Free,"PowerArchiver supports following formats: ZIP, RAR, 7-ZIP, CAB, ACE, HA (LZH), TAR, GZIP, BZIP2, BH, XXE, UUE, yENC, and MIME (Base 64), ARJ, ARC, ACE, ZOO plus ISO, BIN, IMG and NRG disc image formats.",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,PowerArchiver-Free,"PowerArchiver has plugin system which can be used to add more formats support (msi, chm, etc).",https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,PowerArchiver-Free,Fully integrated shell extensions,https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,PowerArchiver-Free,Backup Wizard,https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,PowerArchiver-Free,Encrypt/Multi Extract/Batch Compress/Archive Converter/Repair ZIP/ tools,https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,PowerArchiver-Free,ZIP/CAB/7-ZIP SFX archive wizard,https://www.softpedia.com/get/Compression-tools/PowerArchiver-Free.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"Most zip archive files can be mounted as read-only folders to allow access to contents, including the ability to execute contained applications.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"DVD and CD images can be mounted in place as a read-only folder to allow access to contents. ISO, CISO, ISZ, and DAA image formats are supported.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"CFS files can be mounted in place as read-only folders to allow access to contents, including the ability to execute contained applications.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"Private Folders can be created and used to store sensitive data files and applications in an encrypted and compressed container file. Private folders are created using a password to generate the encryption key. Once the password is provided at mount time, the protected contents become accessible in place through the file system.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,Most functionality is available in the shell using context menus and drag-drop operations.,https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"All built-in Windows file systems and 3rd party file systems are supported. Files on local, removable, and network devices, can be mounted.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Pismo-File-Mount-Audit-Package,"All functionality is available through the command line, allowing scripting and automation.",https://www.softpedia.com/get/Compression-tools/Pismo-File-Mount-Audit-Package.shtml
Compression Tool,Advanced-CAB-Repair,Support to fix all version of Microsoft cabinet files,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,"Support MSZIP, LZX and Quantum compression methods",https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,"Support to repair CAB files on corrupted medias, such as floppy disks, Zip disks, CDROMs, etc",https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,Support to repair a batch of CAB files,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,Provide an EXE stub and output a SFX file when necessary,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,"Integrated with Windows shell, so you can repair a file with context menu in the Explorer easily",https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,Support to find and select the CAB files to be repaired on the client computer,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,Support drag & drop operation,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,Advanced-CAB-Repair,Support command line parameters,https://www.softpedia.com/get/Compression-tools/Advanced-CAB-Repair.shtml
Compression Tool,UnRarIt-Net,"Support for RAR, ZIP and 7-ZIP",https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Support for Split-Archives,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Support for nested archives,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,"Password ""cracking"" using a password list. Recently/often used passwords will be tried first to speed up the process.",https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Smart directory management. Generate directories on the fly. Strip non-required directories.,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Auto-renaming and/or deletion of successfully processed archives.,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Per file/archive/session existing file handling.,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,"Optimized extraction libraries specific to the processor to gain a speed boost for password ""cracking"" and extraction",https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,UnRarIt-Net,Fully multi-threaded to take advantage of multi-core/-processor systems,https://www.softpedia.com/get/Compression-tools/UnRarIt-Net.shtml
Compression Tool,WinMount,"Support mounting Http, ftp",https://www.softpedia.com/get/Compression-tools/WinMount.shtml
Compression Tool,WinMount,Support mounting Ghost disk image file,https://www.softpedia.com/get/Compression-tools/WinMount.shtml
Compression Tool,WinMount,Support mounting VMWare disk image file,https://www.softpedia.com/get/Compression-tools/WinMount.shtml
Compression Tool,WinMount,"Support mounting 7Z, arj, ice, lha, cab archive files",https://www.softpedia.com/get/Compression-tools/WinMount.shtml
Compression Tool,WinMount,"Support mounting Inno setup, install-shield archive files",https://www.softpedia.com/get/Compression-tools/WinMount.shtml
Compression Tool,Filzip,"Extracting support for several other archive formats: ACE, ARC, ARJ, RAR, ZOO",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,Support for internet encoded files .UUE and .XXE,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"Standard archive operations like add, extract, delete or view files from archive, and other functions like renaming files within ZIP archives, viewing and writing a comment, define an external viewing program, test the archive if it's valid (after a download), ""Checkout"" function, or automatically install a program out of an archive, set archive passwords",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"built-in email client, but also possibility to launch system default email client",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"Create SFX (SelFExtracting) archives to provide your data easily, e.g. over the internet",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"Copy, Rename, Move or Delete archives within FilZip",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,Find files in archives,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"Write ZIP file span (predifined size or user defined, no limits!)",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,Explorer & Shell integration using FilZip Shell Extensions.,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"E.g. extract files from context menu, or add from explorer directly to zip",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,"Converting between several archive formats, for example converting ZIP to CAB archive.",https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,multiExtract support! you can select several archives and extract them at once. Many options.,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,Help file in new Compiled Html Help format.,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Filzip,Complete uninstallation,https://www.softpedia.com/get/Compression-tools/Filzip.shtml
Compression Tool,Insider,"This program is not available obviously. It is hidden inside another, absolutely usual and neutral program.",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,Confidential files are not kept as hidden files. They are kept inside carriers - usually pictures. The pictures (carriers) themselves are not distorted. Any program that can be used to view pictures will show the carrier's content only,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,"The above mentioned features are very important psychologically. When the secrets or their traces are absent, the computer's owner is above of suspicion. As a result nobody will try to reveal their secrets",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,"To encrypt data before hiding it uses the latest strong cryptography methods known (AES (Rijndael), Blowfish, etc.)",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,The size of hidden files is not limited,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,If this program had deleted the files they could not be restored. Any special software or hardware is powerless to restore them,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,This program may be used for safe information exchange via Internet or mobile communications providers,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,"You can managing files (copying, moving or deleting) by selecting Explorer from the Insider File pull-down menu or by clicking the Explorer toolbar button. This activates the Explorer window.",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,It is a non-trivial task to remove the files from your computer reliably and without the possibility for restoring them. Moving the files to the Recycle Bin creates an illusion of data destruction.,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,Simply by writing over the old files also does not destroy the old information reliably. The hard drive writing head positioning inaccuracy does not permit removing residual magnetization on the side of each track.,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,"This program uses a special method of overwriting files with different byte combinations. This technology conforms to the norm of the Peter Gutman method, which makes software and hardware file recovery impossible.",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,"This program may be used for information exchange via Internet. Hidden archive may be sent via e-mail or published on sites, for example, on free family pictures sites.",https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,Insider,Also you may send the photos (with hidden files) via mobile operators. The files-carriers may be kept within mobile phones or digital cameras where they will look like usual photos.,https://www.softpedia.com/get/Compression-tools/Insider.shtml
Compression Tool,WinImp,"Extract files from ZIP, ARJ, RAR and TAR archives, decompress GZIP, Unix Compress and BZIP2 files, and decode UUencoded, XXencoded and MIME files",https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,"Create ZIP archives, and IMP archives with high compression",https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,"Display the folders within archives in a tree view, similar to Windows Explorer",https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,Rename files and folders within ZIP and IMP archives,https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,Drag-and-drop files and folders from Windows Explorer into ZIP and IMP archive folders,https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,Extract files or folders from archives by dragging and dropping into Windows Explorer,https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,Create self-extracting IMP archives for Windows 3.1 and Windows 95,https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,"Two new high-performance compression algorithms: a general-purpose algorithm for normal use, and a special text compression algorithm for high compression of text documents",https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,"Most archivers compress files individually, but WinImp can compress multiple files together as a unit for higher compression. Unlike some archivers which compress the entire archive as one unit, WinImp can use several units for large archives, so you don't have to extract the entire archive to get the last file",https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,WinImp,Complete repair of slightly damaged archives using optional error-recovery data added to the archive,https://www.softpedia.com/get/Compression-tools/WinImp.shtml
Compression Tool,UltimateZip,"Create ZIP/ZIPX, 7ZIP (Including LZMA2), CAB, LHA, BH, TAR, TGZ, TBZ and JAR archives",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Open and Extract over 30 archve types including ZIP/ZIPX, 7ZIP, RAR, ACE, CAB, LHA, BH, TAR, TGZ, TBZ, JAR and many more",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Compress using Zip 2.0 compatible methods,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,RAR 5.0 support and super fast RAR extraction,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Convert archives to other formates,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Compress and extrcract archives directly in the explorer,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Use the One-Click-Extract feature for super simple extracting archives,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Multicore support, for faster archive operations",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Support for secure AES-256 Bit buid in encryption in ZIP/ZIPX and 7-ZIP archives.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Support for secure AES-256 Bit/Twofish-256 Bit encryption for single files or archives.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Establish your own password policy by defining complexity requirements.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Create and verify MD5, RIPEMD160 and SHA family checksums for archives and other files.",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Multi Cloud Client for Dropbox, OneDrive and Google Drive. Manage all your cloud accounts in just a single interface. Install of the original cloud software is not reqired.",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Create self-extracting archives in ZIP, ZIPX and 7ZIP formats to send to people that may not own UltimateZip or a similat archiver.",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Compress archives and email them directly without leaving the explorer.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Create custom backups for selected files or folders or define custom UltimateZip scripts to automate routine zipping tasks.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,"Burn backups directly to CD, DVD.",https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Upload backups to an off-site server using UltimateZips internal FTP client.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
Compression Tool,UltimateZip,Use the UltimateZip Commandline Tools for free scripting.,https://www.softpedia.com/get/Compression-tools/UltimateZip.shtml
